,Country ISO3,Country Name,Indicator,Subindicator Type,Year,value,Dataset,Lneding group,Region
856,TGO,Togo,A601.Security.of.private.contracts,Score (0-4),2016,2.5,IPD,IDA,Sub-Saharan Africa
857,TUN,Tunisia,A601.Security.of.private.contracts,Score (0-4),2016,2,IPD,IBRD,Middle East & North Africa
858,TUR,Turkey,A601.Security.of.private.contracts,Score (0-4),2016,3,IPD,IBRD,Europe & Central Asia
860,UKR,Ukraine,A601.Security.of.private.contracts,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
861,URY,Uruguay,A601.Security.of.private.contracts,Score (0-4),2016,2.5,IPD,IBRD,Latin America & Caribbean
862,VEN,"Venezuela, RB",A601.Security.of.private.contracts,Score (0-4),2016,1,IPD,IBRD,Latin America & Caribbean
863,VNM,Vietnam,A601.Security.of.private.contracts,Score (0-4),2016,3,IPD,IBRD,East Asia & Pacific
864,ZWE,Zimbabwe,A601.Security.of.private.contracts,Score (0-4),2016,1,IPD,Blend,Sub-Saharan Africa
8651,AFG,Afghanistan,A602.Trade.justice,Score (0-4),2016,2.5,IPD,IDA,South Asia
866,ZAF,South Africa,A602.Trade.justice,Score (0-4),2016,3.5,IPD,IBRD,Sub-Saharan Africa
867,ALB,Albania,A602.Trade.justice,Score (0-4),2016,1.25,IPD,IBRD,Europe & Central Asia
868,DEU,Germany,A602.Trade.justice,Score (0-4),2016,4,IPD,..,Europe & Central Asia
869,DZA,Algeria,A602.Trade.justice,Score (0-4),2016,1.5,IPD,IBRD,Middle East & North Africa
870,AGO,Angola,A602.Trade.justice,Score (0-4),2016,0.75,IPD,IBRD,Sub-Saharan Africa
871,SAU,Saudi Arabia,A602.Trade.justice,Score (0-4),2016,2,IPD,..,Middle East & North Africa
872,ARG,Argentina,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IBRD,Latin America & Caribbean
873,ARM,Armenia,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IBRD,Europe & Central Asia
874,AUS,Australia,A602.Trade.justice,Score (0-4),2016,4,IPD,..,East Asia & Pacific
875,AUT,Austria,A602.Trade.justice,Score (0-4),2016,3.75,IPD,..,Europe & Central Asia
876,AZE,Azerbaijan,A602.Trade.justice,Score (0-4),2016,1.25,IPD,IBRD,Europe & Central Asia
877,BHR,Bahrain,A602.Trade.justice,Score (0-4),2016,1.25,IPD,..,Middle East & North Africa
878,BGD,Bangladesh,A602.Trade.justice,Score (0-4),2016,1.5,IPD,IDA,South Asia
879,BLR,Belarus,A602.Trade.justice,Score (0-4),2016,2.5,IPD,IBRD,Europe & Central Asia
880,BEL,Belgium,A602.Trade.justice,Score (0-4),2016,3.75,IPD,..,Europe & Central Asia
8811,BEN,Benin,A602.Trade.justice,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
883,BOL,Bolivia,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IBRD,Latin America & Caribbean
884,BIH,Bosnia and Herzegovina,A602.Trade.justice,Score (0-4),2016,3.25,IPD,IBRD,Europe & Central Asia
885,BRA,Brazil,A602.Trade.justice,Score (0-4),2016,3.25,IPD,IBRD,Latin America & Caribbean
886,BRN,Brunei,A602.Trade.justice,Score (0-4),2016,1.25,IPD,..,East Asia & Pacific
887,BGR,Bulgaria,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IBRD,Europe & Central Asia
888,BFA,Burkina Faso,A602.Trade.justice,Score (0-4),2016,2.5,IPD,IDA,Sub-Saharan Africa
889,BDI,Burundi,A602.Trade.justice,Score (0-4),2016,0.25,IPD,IDA,Sub-Saharan Africa
890,KHM,Cambodia,A602.Trade.justice,Score (0-4),2016,1,IPD,IDA,East Asia & Pacific
891,CMR,Cameroon,A602.Trade.justice,Score (0-4),2016,1,IPD,Blend,Sub-Saharan Africa
892,CAN,Canada,A602.Trade.justice,Score (0-4),2016,3.75,IPD,..,North America
893,CAF,Central African Republic,A602.Trade.justice,Score (0-4),2016,0,IPD,IDA,Sub-Saharan Africa
894,COM,Comoros,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IDA,Sub-Saharan Africa
895,CHL,Chile,A602.Trade.justice,Score (0-4),2016,2.75,IPD,IBRD,Latin America & Caribbean
8961,CHN,China,A602.Trade.justice,Score (0-4),2016,0.5,IPD,IBRD,East Asia & Pacific
897,COL,Colombia,A602.Trade.justice,Score (0-4),2016,2.75,IPD,IBRD,Latin America & Caribbean
898,COG,"Congo, Rep.",A602.Trade.justice,Score (0-4),2016,1.5,IPD,Blend,Sub-Saharan Africa
899,KOR,"Korea, Rep.",A602.Trade.justice,Score (0-4),2016,4,IPD,..,East Asia & Pacific
900,CRI,Costa Rica,A602.Trade.justice,Score (0-4),2016,2.75,IPD,IBRD,Latin America & Caribbean
901,CIV,Cote d'Ivoire,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IDA,Sub-Saharan Africa
902,HRV,Croatia,A602.Trade.justice,Score (0-4),2016,2.25,IPD,IBRD,Europe & Central Asia
903,CUB,Cuba,A602.Trade.justice,Score (0-4),2016,1.25,IPD,..,Latin America & Caribbean
904,CYP,Cyprus,A602.Trade.justice,Score (0-4),2016,3.25,IPD,..,Europe & Central Asia
905,DNK,Denmark,A602.Trade.justice,Score (0-4),2016,3.75,IPD,..,Europe & Central Asia
906,DOM,Dominican Republic,A602.Trade.justice,Score (0-4),2016,1,IPD,IBRD,Latin America & Caribbean
907,ECU,Ecuador,A602.Trade.justice,Score (0-4),2016,1,IPD,IBRD,Latin America & Caribbean
908,EGY,"Egypt, Arab Rep.",A602.Trade.justice,Score (0-4),2016,0.75,IPD,IBRD,Middle East & North Africa
909,ARE,United Arab Emirates,A602.Trade.justice,Score (0-4),2016,2.25,IPD,..,Middle East & North Africa
910,ERI,Eritrea,A602.Trade.justice,Score (0-4),2016,0.25,IPD,IDA,Sub-Saharan Africa
911,ESP,Spain,A602.Trade.justice,Score (0-4),2016,2.5,IPD,..,Europe & Central Asia
912,EST,Estonia,A602.Trade.justice,Score (0-4),2016,3.5,IPD,..,Europe & Central Asia
913,USA,United States,A602.Trade.justice,Score (0-4),2016,3.75,IPD,..,North America
914,ETH,Ethiopia,A602.Trade.justice,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
915,FIN,Finland,A602.Trade.justice,Score (0-4),2016,3.5,IPD,..,Europe & Central Asia
9161,FRA,France,A602.Trade.justice,Score (0-4),2016,3.75,IPD,..,Europe & Central Asia
917,GAB,Gabon,A602.Trade.justice,Score (0-4),2016,1,IPD,IBRD,Sub-Saharan Africa
918,GEO,Georgia,A602.Trade.justice,Score (0-4),2016,2.75,IPD,IBRD,Europe & Central Asia
919,GHA,Ghana,A602.Trade.justice,Score (0-4),2016,3,IPD,IDA,Sub-Saharan Africa
920,GRC,Greece,A602.Trade.justice,Score (0-4),2016,0.5,IPD,..,Europe & Central Asia
921,GTM,Guatemala,A602.Trade.justice,Score (0-4),2016,1.25,IPD,IBRD,Latin America & Caribbean
922,GIN,Guinea,A602.Trade.justice,Score (0-4),2016,2.75,IPD,IDA,Sub-Saharan Africa
923,HTI,Haiti,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IDA,Latin America & Caribbean
924,HND,Honduras,A602.Trade.justice,Score (0-4),2016,1.25,IPD,IDA,Latin America & Caribbean
925,HKG,Hong Kong,A602.Trade.justice,Score (0-4),2016,3,IPD,..,East Asia & Pacific
926,HUN,Hungary,A602.Trade.justice,Score (0-4),2016,2,IPD,..,Europe & Central Asia
927,ISL,Iceland,A602.Trade.justice,Score (0-4),2016,3.5,IPD,..,Europe & Central Asia
928,IND,India,A602.Trade.justice,Score (0-4),2016,2.75,IPD,IBRD,South Asia
929,IDN,Indonesia,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IBRD,East Asia & Pacific
930,IRN,"Iran, Islamic Rep.",A602.Trade.justice,Score (0-4),2016,2.5,IPD,IBRD,Middle East & North Africa
931,IRQ,Iraq,A602.Trade.justice,Score (0-4),2016,1,IPD,IBRD,Middle East & North Africa
932,IRL,Ireland,A602.Trade.justice,Score (0-4),2016,2.25,IPD,..,Europe & Central Asia
933,ISR,Israel,A602.Trade.justice,Score (0-4),2016,4,IPD,..,Middle East & North Africa
934,ITA,Italy,A602.Trade.justice,Score (0-4),2016,3.5,IPD,..,Europe & Central Asia
935,JAM,Jamaica,A602.Trade.justice,Score (0-4),2016,2.5,IPD,IBRD,Latin America & Caribbean
9361,JPN,Japan,A602.Trade.justice,Score (0-4),2016,2.75,IPD,..,East Asia & Pacific
937,JOR,Jordan,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IBRD,Middle East & North Africa
938,KAZ,Kazakhstan,A602.Trade.justice,Score (0-4),2016,1.25,IPD,IBRD,Europe & Central Asia
939,KEN,Kenya,A602.Trade.justice,Score (0-4),2016,2.5,IPD,Blend,Sub-Saharan Africa
940,KWT,Kuwait,A602.Trade.justice,Score (0-4),2016,3.5,IPD,..,Middle East & North Africa
941,LAO,Lao PDR,A602.Trade.justice,Score (0-4),2016,0.75,IPD,IDA,East Asia & Pacific
942,LVA,Latvia,A602.Trade.justice,Score (0-4),2016,2.25,IPD,..,Europe & Central Asia
943,LBN,Lebanon,A602.Trade.justice,Score (0-4),2016,1.5,IPD,IBRD,Middle East & North Africa
944,LBY,Libya,A602.Trade.justice,Score (0-4),2016,1,IPD,IBRD,Middle East & North Africa
945,LTU,Lithuania,A602.Trade.justice,Score (0-4),2016,2.5,IPD,..,Europe & Central Asia
946,LUX,Luxembourg,A602.Trade.justice,Score (0-4),2016,4,IPD,..,Europe & Central Asia
947,MKD,Macedonia,A602.Trade.justice,Score (0-4),2016,2.25,IPD,IBRD,Europe & Central Asia
948,MDG,Madagascar,A602.Trade.justice,Score (0-4),2016,0.25,IPD,IDA,Sub-Saharan Africa
949,MYS,Malaysia,A602.Trade.justice,Score (0-4),2016,2.5,IPD,IBRD,East Asia & Pacific
950,MLI,Mali,A602.Trade.justice,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
951,MLT,Malta,A602.Trade.justice,Score (0-4),2016,3,IPD,..,Middle East & North Africa
9521,MAR,Morocco,A602.Trade.justice,Score (0-4),2016,2.75,IPD,IBRD,Middle East & North Africa
953,MRT,Mauritania,A602.Trade.justice,Score (0-4),2016,0.75,IPD,IDA,Sub-Saharan Africa
954,MUS,Mauritius,A602.Trade.justice,Score (0-4),2016,2.25,IPD,IBRD,Sub-Saharan Africa
955,MEX,Mexico,A602.Trade.justice,Score (0-4),2016,1.25,IPD,IBRD,Latin America & Caribbean
956,MDA,Moldova,A602.Trade.justice,Score (0-4),2016,2.5,IPD,Blend,Europe & Central Asia
957,MNG,Mongolia,A602.Trade.justice,Score (0-4),2016,2.5,IPD,Blend,East Asia & Pacific
958,MOZ,Mozambique,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IDA,Sub-Saharan Africa
959,NAM,Namibia,A602.Trade.justice,Score (0-4),2016,2.75,IPD,IBRD,Sub-Saharan Africa
960,NPL,Nepal,A602.Trade.justice,Score (0-4),2016,0.75,IPD,IDA,South Asia
961,NZL,New Zealand,A602.Trade.justice,Score (0-4),2016,4,IPD,..,East Asia & Pacific
962,NIC,Nicaragua,A602.Trade.justice,Score (0-4),2016,1,IPD,IDA,Latin America & Caribbean
963,NER,Niger,A602.Trade.justice,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
964,NGA,Nigeria,A602.Trade.justice,Score (0-4),2016,1.75,IPD,Blend,Sub-Saharan Africa
965,NOR,Norway,A602.Trade.justice,Score (0-4),2016,3.5,IPD,..,Europe & Central Asia
966,OMN,Oman,A602.Trade.justice,Score (0-4),2016,2.25,IPD,..,Middle East & North Africa
967,UGA,Uganda,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IDA,Sub-Saharan Africa
9681,UZB,Uzbekistan,A602.Trade.justice,Score (0-4),2016,1.75,IPD,Blend,Europe & Central Asia
969,PAK,Pakistan,A602.Trade.justice,Score (0-4),2016,2,IPD,Blend,South Asia
970,PAN,Panama,A602.Trade.justice,Score (0-4),2016,2.25,IPD,IBRD,Latin America & Caribbean
971,PRY,Paraguay,A602.Trade.justice,Score (0-4),2016,1,IPD,IBRD,Latin America & Caribbean
972,NLD,Netherlands,A602.Trade.justice,Score (0-4),2016,4,IPD,..,Europe & Central Asia
973,PER,Peru,A602.Trade.justice,Score (0-4),2016,2.5,IPD,IBRD,Latin America & Caribbean
974,PHL,Philippines,A602.Trade.justice,Score (0-4),2016,2.5,IPD,IBRD,East Asia & Pacific
975,POL,Poland,A602.Trade.justice,Score (0-4),2016,2.25,IPD,IBRD,Europe & Central Asia
976,PRT,Portugal,A602.Trade.justice,Score (0-4),2016,2.5,IPD,..,Europe & Central Asia
977,QAT,Qatar,A602.Trade.justice,Score (0-4),2016,1.5,IPD,..,Middle East & North Africa
978,ROU,Romania,A602.Trade.justice,Score (0-4),2016,2.25,IPD,IBRD,Europe & Central Asia
979,GBR,United Kingdom,A602.Trade.justice,Score (0-4),2016,3.75,IPD,..,Europe & Central Asia
980,RUS,Russian Federation,A602.Trade.justice,Score (0-4),2016,2.5,IPD,IBRD,Europe & Central Asia
981,RWA,Rwanda,A602.Trade.justice,Score (0-4),2016,0.25,IPD,IDA,Sub-Saharan Africa
982,SLV,El Salvador,A602.Trade.justice,Score (0-4),2016,1.25,IPD,IBRD,Latin America & Caribbean
9831,SEN,Senegal,A602.Trade.justice,Score (0-4),2016,2.75,IPD,IDA,Sub-Saharan Africa
984,SRB,Serbia,A602.Trade.justice,Score (0-4),2016,1,IPD,IBRD,Europe & Central Asia
985,SGP,Singapore,A602.Trade.justice,Score (0-4),2016,3.75,IPD,..,East Asia & Pacific
986,SVK,Slovak Republic,A602.Trade.justice,Score (0-4),2016,3,IPD,..,Europe & Central Asia
987,SVN,Slovenia,A602.Trade.justice,Score (0-4),2016,2.75,IPD,..,Europe & Central Asia
988,SOM,Somalia,A602.Trade.justice,Score (0-4),2016,0.25,IPD,IDA,Sub-Saharan Africa
989,SDN,Sudan,A602.Trade.justice,Score (0-4),2016,1.5,IPD,IDA,Sub-Saharan Africa
990,SSD,South Sudan,A602.Trade.justice,Score (0-4),2016,0,IPD,IDA,Sub-Saharan Africa
991,LKA,Sri Lanka,A602.Trade.justice,Score (0-4),2016,2.25,IPD,IBRD,South Asia
992,SWE,Sweden,A602.Trade.justice,Score (0-4),2016,3.5,IPD,..,Europe & Central Asia
993,CHE,Switzerland,A602.Trade.justice,Score (0-4),2016,3.5,IPD,..,Europe & Central Asia
994,TJK,Tajikistan,A602.Trade.justice,Score (0-4),2016,1,IPD,IDA,Europe & Central Asia
9951,TWN,Taiwan,A602.Trade.justice,Score (0-4),2016,3,IPD,..,East Asia & Pacific
996,TZA,Tanzania,A602.Trade.justice,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
997,TCD,Chad,A602.Trade.justice,Score (0-4),2016,0.25,IPD,IDA,Sub-Saharan Africa
998,CZE,Czech Republic,A602.Trade.justice,Score (0-4),2016,2.5,IPD,..,Europe & Central Asia
999,THA,Thailand,A602.Trade.justice,Score (0-4),2016,3,IPD,IBRD,East Asia & Pacific
1000,TGO,Togo,A602.Trade.justice,Score (0-4),2016,1.5,IPD,IDA,Sub-Saharan Africa
1001,TUN,Tunisia,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IBRD,Middle East & North Africa
1002,TUR,Turkey,A602.Trade.justice,Score (0-4),2016,2.25,IPD,IBRD,Europe & Central Asia
1004,UKR,Ukraine,A602.Trade.justice,Score (0-4),2016,2.25,IPD,IBRD,Europe & Central Asia
1005,URY,Uruguay,A602.Trade.justice,Score (0-4),2016,2.75,IPD,IBRD,Latin America & Caribbean
1006,VEN,"Venezuela, RB",A602.Trade.justice,Score (0-4),2016,0.75,IPD,IBRD,Latin America & Caribbean
1007,VNM,Vietnam,A602.Trade.justice,Score (0-4),2016,1.75,IPD,IBRD,East Asia & Pacific
1008,ZWE,Zimbabwe,A602.Trade.justice,Score (0-4),2016,1,IPD,Blend,Sub-Saharan Africa
10091,AFG,Afghanistan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0.5,IPD,IDA,South Asia
1010,ZAF,South Africa,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Sub-Saharan Africa
1011,ALB,Albania,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,3,IPD,IBRD,Europe & Central Asia
1012,DEU,Germany,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,..,Europe & Central Asia
1013,DZA,Algeria,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Middle East & North Africa
1014,AGO,Angola,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Sub-Saharan Africa
1015,SAU,Saudi Arabia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2.5,IPD,..,Middle East & North Africa
1016,ARG,Argentina,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,IBRD,Latin America & Caribbean
1017,ARM,Armenia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Europe & Central Asia
1018,AUS,Australia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,East Asia & Pacific
1019,AUT,Austria,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1020,AZE,Azerbaijan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
1021,BHR,Bahrain,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,..,Middle East & North Africa
1022,BGD,Bangladesh,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IDA,South Asia
1023,BLR,Belarus,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
10241,BEL,Belgium,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1025,BEN,Benin,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2.5,IPD,IDA,Sub-Saharan Africa
1026,MMR,Myanmar,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,IDA,East Asia & Pacific
1027,BOL,Bolivia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Latin America & Caribbean
1028,BIH,Bosnia and Herzegovina,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Europe & Central Asia
1029,BRA,Brazil,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,IBRD,Latin America & Caribbean
1030,BRN,Brunei,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,East Asia & Pacific
1031,BGR,Bulgaria,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,3,IPD,IBRD,Europe & Central Asia
1032,BFA,Burkina Faso,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1033,BDI,Burundi,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,3,IPD,IDA,Sub-Saharan Africa
1034,KHM,Cambodia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,IDA,East Asia & Pacific
1035,CMR,Cameroon,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,Blend,Sub-Saharan Africa
1036,CAN,Canada,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,North America
1037,CAF,Central African Republic,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
1038,COM,Comoros,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1039,CHL,Chile,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IBRD,Latin America & Caribbean
1040,CHN,China,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,3,IPD,IBRD,East Asia & Pacific
1041,COL,Colombia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IBRD,Latin America & Caribbean
1042,COG,"Congo, Rep.",A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2.5,IPD,Blend,Sub-Saharan Africa
1043,KOR,"Korea, Rep.",A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,East Asia & Pacific
10441,CRI,Costa Rica,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0.5,IPD,IBRD,Latin America & Caribbean
1045,CIV,Cote d'Ivoire,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,IDA,Sub-Saharan Africa
1046,HRV,Croatia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
1047,CUB,Cuba,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,..,Latin America & Caribbean
1048,CYP,Cyprus,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,..,Europe & Central Asia
1049,DNK,Denmark,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1050,DOM,Dominican Republic,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0.5,IPD,IBRD,Latin America & Caribbean
1051,ECU,Ecuador,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Latin America & Caribbean
1052,EGY,"Egypt, Arab Rep.",A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Middle East & North Africa
1053,ARE,United Arab Emirates,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,..,Middle East & North Africa
1054,ERI,Eritrea,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,3,IPD,IDA,Sub-Saharan Africa
1055,ESP,Spain,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1056,EST,Estonia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1057,USA,United States,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,North America
1058,ETH,Ethiopia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,3,IPD,IDA,Sub-Saharan Africa
1059,FIN,Finland,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0.5,IPD,..,Europe & Central Asia
1060,FRA,France,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1061,GAB,Gabon,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Sub-Saharan Africa
1062,GEO,Georgia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Europe & Central Asia
1063,GHA,Ghana,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
10641,GRC,Greece,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,..,Europe & Central Asia
1065,GTM,Guatemala,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,IBRD,Latin America & Caribbean
1066,GIN,Guinea,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IDA,Sub-Saharan Africa
1067,HTI,Haiti,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IDA,Latin America & Caribbean
1068,HND,Honduras,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,IDA,Latin America & Caribbean
1069,HKG,Hong Kong,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,East Asia & Pacific
1070,HUN,Hungary,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,..,Europe & Central Asia
1071,ISL,Iceland,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,..,Europe & Central Asia
1072,IND,India,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IBRD,South Asia
1073,IDN,Indonesia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,East Asia & Pacific
1074,IRN,"Iran, Islamic Rep.",A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Middle East & North Africa
1075,IRQ,Iraq,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2.5,IPD,IBRD,Middle East & North Africa
1076,IRL,Ireland,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,..,Europe & Central Asia
1077,ISR,Israel,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Middle East & North Africa
1078,ITA,Italy,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1079,JAM,Jamaica,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IBRD,Latin America & Caribbean
10801,JPN,Japan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,East Asia & Pacific
1081,JOR,Jordan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IBRD,Middle East & North Africa
1082,KAZ,Kazakhstan,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Europe & Central Asia
1083,KEN,Kenya,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,Blend,Sub-Saharan Africa
1084,KWT,Kuwait,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,..,Middle East & North Africa
1085,LAO,Lao PDR,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1.5,IPD,IDA,East Asia & Pacific
1086,LVA,Latvia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0.5,IPD,..,Europe & Central Asia
1087,LBN,Lebanon,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Middle East & North Africa
1088,LBY,Libya,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,3,IPD,IBRD,Middle East & North Africa
1089,LTU,Lithuania,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,..,Europe & Central Asia
1090,LUX,Luxembourg,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,..,Europe & Central Asia
1091,MKD,Macedonia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,3,IPD,IBRD,Europe & Central Asia
1092,MDG,Madagascar,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2.5,IPD,IDA,Sub-Saharan Africa
1093,MYS,Malaysia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,East Asia & Pacific
1094,MLI,Mali,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,0,IPD,IDA,Sub-Saharan Africa
10951,MLT,Malta,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,..,Middle East & North Africa
1096,MAR,Morocco,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Middle East & North Africa
1097,MRT,Mauritania,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
1098,MUS,Mauritius,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IBRD,Sub-Saharan Africa
1099,MEX,Mexico,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,IBRD,Latin America & Caribbean
1100,MDA,Moldova,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,Blend,Europe & Central Asia
1101,MNG,Mongolia,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,1,IPD,Blend,East Asia & Pacific
1102,MOZ,Mozambique,A604.Termination.of.contracts.by.the.State,Score (0-4),2016,2,IPD,IDA,Sub-Saharan Africa
